# MIST version number  = 1.1     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =  1573   26
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26
# EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G             Gaia_BP             Gaia_RP               phase
  149         7.7800000000000002E+000         1.4611752771349867E-001         1.4611730791268801E-001         3.4929404924291898E+000         4.7184219896519926E+000        -2.1926923149510409E+000         0.0000000000000000E+000            0.041367           15.164627           14.177160           12.805497           11.545577            9.906625            8.292279            7.663551            7.436520           11.453447           13.445453           12.695726           14.367062           13.046317           11.398616           13.043864           10.115152           -1.000000
  150         7.7800000000000002E+000         1.5179026887064487E-001         1.5179003965430962E-001         3.4946550377694834E+000         4.7187316522606357E+000        -2.1698640821200108E+000         0.0000000000000000E+000            0.041368           15.071922           14.083000           12.711043           11.462667            9.839585            8.239869            7.609965            7.384344           11.377887           13.351318           12.607464           14.274888           12.951131           11.325541           12.949590           10.048221           -1.000000
  151         7.7800000000000002E+000         1.5872236926164585E-001         1.5872212842718950E-001         3.4968852875418772E+000         4.7190398600109926E+000        -2.1411580707843507E+000         0.0000000000000000E+000            0.041367           14.954748           13.963867           12.591525           11.357759            9.755253            8.174191            7.542737            7.318906           11.282421           13.232245           12.495718           14.158478           12.830664           11.233238           12.830288            9.963914           -1.000000
  152         7.7800000000000002E+000         1.6955370919960477E-001         1.6955345033391672E-001         3.4996998948515907E+000         4.7207067424841398E+000        -2.1041643395667382E+000         0.0000000000000000E+000            0.041368           14.806801           13.812866           12.439791           11.223948            9.647300            8.089474            7.455592            7.234345           11.160361           13.081430           12.353509           14.010567           12.677762           11.115111           12.678820            9.855883           -1.000000
  153         7.7800000000000002E+000         1.8110536208075592E-001         1.8110508381466173E-001         3.5026186238392905E+000         4.7223093698338632E+000        -2.0652270768491992E+000         0.0000000000000000E+000            0.041368           14.652833           13.655661           12.282032           11.084418            9.534189            8.000246            7.363832            7.145196           11.032701           12.924642           12.205489           13.856418           12.518794           10.991481           12.521363            9.742655           -1.000000
  154         7.7800000000000002E+000         1.8921880011664272E-001         1.8921850811778684E-001         3.5047136733752691E+000         4.7233912511823988E+000        -2.0383445869762822E+000         0.0000000000000000E+000            0.041366           14.545280           13.545741           12.171917           10.987290            9.455677            7.938902            7.300954            7.083636           10.943855           12.815228           12.102400           13.748698           12.407809           10.905526           12.411498            9.664098           -1.000000
  155         7.7800000000000002E+000         1.9927555820723941E-001         1.9927524905418906E-001         3.5073637297818880E+000         4.7247135481702722E+000        -2.0055707660280335E+000         0.0000000000000000E+000            0.041368           14.413071           13.410481           12.036633           10.868133            9.359643            7.864416            7.224655            7.008784           10.834877           12.680847           11.975891           13.616555           12.271427           10.800163           12.276554            9.568005           -1.000000
  156         7.7800000000000002E+000         2.0858235136953213E-001         2.0858202618221866E-001         3.5098837465499120E+000         4.7260114702705716E+000        -1.9760209370479840E+000         0.0000000000000000E+000            0.041367           14.293118           13.287524           11.913730           10.759822            9.273044            7.797650            7.156150            6.941478           10.735981           12.558859           11.860826           13.496557           12.147493           10.704576           12.153951            9.481194           -1.000000
  157         7.7800000000000002E+000         2.1466933772998253E-001         2.1466900193385013E-001         3.5116577007925960E+000         4.7273028450129440E+000        -1.9584186986557759E+000         0.0000000000000000E+000            0.041368           14.217752           13.209885           11.836092           10.692043            9.220444            7.758677            7.115939            6.902068           10.674706           12.481968           11.788434           13.420870           12.069141           10.645565           12.076510            9.428355           -1.000000
  158         7.7800000000000002E+000         2.2235763282289450E-001         2.2235728351255019E-001         3.5138803697589935E+000         4.7289228537027990E+000        -1.9362465789218184E+000         0.0000000000000000E+000            0.041367           14.124074           13.113300           11.739552           10.607399            9.154668            7.709570            7.065279            6.852390           10.598049           12.386396           11.698156           13.326615           11.971715           10.571669           11.980204            9.362174           -1.000000
  159         7.7800000000000002E+000         2.2894364591388594E-001         2.2894328493578475E-001         3.5157674075536209E+000         4.7302881501828313E+000        -1.9172987144837610E+000         0.0000000000000000E+000            0.041367           14.045088           13.031797           11.658121           10.535693            9.098865            7.667587            7.021977            6.809853           10.532993           12.305817           11.621788           13.247074           11.889535           10.508890           11.898958            9.305936           -1.000000
  160         7.7800000000000002E+000         2.3639223839064394E-001         2.3639186404584289E-001         3.5178619061832004E+000         4.7318087176419645E+000        -1.8960044263928928E+000         0.0000000000000000E+000            0.041367           13.957634           12.941488           11.567918           10.455904            9.036618            7.620350            6.973275            6.761937           10.460454           12.216593           11.536950           13.158932           11.798505           10.438814           11.808947            9.243113           -1.000000
  161         7.7800000000000002E+000         2.4465547694941886E-001         2.4465508767716776E-001         3.5200431335061158E+000         4.7332190131049430E+000        -1.8734891852998987E+000         0.0000000000000000E+000            0.041366           13.866587           12.847437           11.474027           10.372465            8.971326            7.570329            6.921731            6.711156           10.384416           12.123734           11.448381           13.067118           11.703755           10.365273           11.715244            9.177115           -1.000000
  162         7.7800000000000002E+000         2.5250695341263318E-001         2.5250654992725108E-001         3.5220252968253565E+000         4.7343408328400285E+000        -1.8529499405063907E+000         0.0000000000000000E+000            0.041368           13.784380           12.762468           11.389240           10.296851            8.912107            7.524694            6.874712            6.664794           10.315405           12.039898           11.368215           12.984175           11.618191           10.298474           11.630619            9.117167           -1.000000
  163         7.7800000000000002E+000         2.6300528597878930E-001         2.6300486331570716E-001         3.5246356371497569E+000         4.7357737756738203E+000        -1.8259045081403196E+000         0.0000000000000000E+000            0.041368           13.677162           12.651510           11.278522           10.197781            8.834538            7.464641            6.812838            6.603747           10.224879           11.930488           11.263299           12.875902           11.506451           10.210791           11.520099            9.038510           -1.000000
  164         7.7800000000000002E+000         2.7688760538395785E-001         2.7688715732710872E-001         3.5279352856879842E+000         4.7372266310228213E+000        -1.7921743872036582E+000         0.0000000000000000E+000            0.041368           13.544243           12.513737           11.141071           10.074431            8.738245            7.389932            6.735824            6.527757           10.112100           11.794742           11.132783           12.741535           11.367711           10.101499           11.382881            8.940641           -1.000000
  165         7.7800000000000002E+000         2.8822887152725624E-001         2.8822840252888504E-001         3.5305868745472662E+000         4.7383104000042255E+000        -1.7649275563244342E+000         0.0000000000000000E+000            0.041367           13.438177           12.403613           11.031157            9.975415            8.660936            7.329601            6.673641            6.466407           10.021426           11.686281           11.028172           12.634188           11.256765           10.013559           11.273142            8.861910           -1.000000
  166         7.7800000000000002E+000         2.9794340124718988E-001         2.9794291420625563E-001         3.5328098243380448E+000         4.7391073468446345E+000        -1.7418557147374973E+000         0.0000000000000000E+000            0.041366           13.349350           12.311275           10.938954            9.892091            8.595811            7.278492            6.620978            6.414468            9.945006           11.595346           10.940261           12.543911           11.163696            9.939394           11.181078            8.795487           -1.000000
  167         7.7800000000000002E+000         3.0544905363632396E-001         3.0544855255526265E-001         3.5345496157226037E+000         4.7396179591090188E+000        -1.7237637919755233E+000         0.0000000000000000E+000            0.041365           13.280111           12.239222           10.866976            9.826924            8.544901            7.238436            6.579703            6.373787            9.885195           11.524391           10.871561           12.473492           11.091040            9.881326           11.109205            8.743498           -1.000000
  168         7.7800000000000002E+000         3.0989488520965763E-001         3.0989437582229795E-001         3.5354089584483965E+000         4.7394798880620215E+000        -1.7138767941013535E+000         0.0000000000000000E+000            0.041365           13.243612           12.201359           10.829187            9.792459            8.517445            7.216275            6.556925            6.351316            9.853341           11.487068           10.835363           12.436438           11.052911            9.850323           11.071467            8.715491           -1.000000
  169         7.7800000000000002E+000         3.1175169859564289E-001         3.1175118577521654E-001         3.5357347365004066E+000         4.7390429996152976E+000        -1.7095358693120164E+000         0.0000000000000000E+000            0.041365           13.228276           12.185554           10.813457            9.777981            8.505586            7.206385            6.546785            6.341298            9.839833           11.471465           10.820227           12.420923           11.037048            9.837130           11.055758            8.703423           -1.000000
  170         7.7800000000000002E+000         3.1258446661204897E-001         3.1258395227220548E-001         3.5358671676321949E+000         4.7386542876087949E+000        -1.7074691888153004E+000         0.0000000000000000E+000            0.041364           13.221267           12.178381           10.806344            9.771376            8.500024            7.201605            6.541896            6.336459            9.833611           11.464375           10.813351           12.413860           11.029879            9.831034           11.048652            8.697776           -1.000000
  171         7.7800000000000002E+000         3.1368607400323417E-001         3.1368555763260142E-001         3.5360547373426532E+000         4.7382103207924375E+000        -1.7047560159039667E+000         0.0000000000000000E+000            0.041365           13.211891           12.168758           10.796790            9.762541            8.492677            7.195373            6.535512            6.330148            9.825323           11.454869           10.804133           12.404398           11.020247            9.822925           11.039109            8.690309           -1.000000
  172         7.7800000000000002E+000         3.1463402511972266E-001         3.1463350698627723E-001         3.5362318914332209E+000         4.7380034888290243E+000        -1.7025335059038198E+000         0.0000000000000000E+000            0.041363           13.203912           12.160515           10.788580            9.755009            8.486574            7.190342            6.530346            6.325049            9.818319           11.446735           10.796246           12.396317           11.011965            9.816093           11.030910            8.684091           -1.000000
  173         7.7800000000000002E+000         3.1560769314685722E-001         3.1560717319112785E-001         3.5364135580090008E+000         4.7376864090514665E+000        -1.7001472389582992E+000         0.0000000000000000E+000            0.041364           13.195455           12.151798           10.779914            9.747036            8.480056            7.184913            6.524773            6.319547            9.810883           11.438131           10.787907           12.387764           11.003223            9.808831           11.022254            8.677454           -1.000000
  174         7.7800000000000002E+000         3.1659685438855234E-001         3.1659633257121644E-001         3.5366172545527785E+000         4.7377407576375408E+000        -1.6980229179929403E+000         0.0000000000000000E+000            0.041363           13.187395           12.143393           10.771505            9.739407            8.474102            7.180214            6.519931            6.314780            9.803874           11.429852           10.779872           12.379560           10.994736            9.802025           11.013857            8.671363           -1.000000
  175         7.7800000000000002E+000         3.1750315335417945E-001         3.1750262982129668E-001         3.5368029129028349E+000         4.7377229170530217E+000        -1.6960128134777077E+000         0.0000000000000000E+000            0.041363           13.179859           12.135548           10.763668            9.732277            8.468493            7.175745            6.515327            6.310246            9.797308           11.422122           10.772373           12.371899           10.986825            9.795641           11.006031            8.665629           -1.000000
  176         7.7800000000000002E+000         3.1851345909893969E-001         3.1851293365118127E-001         3.5370297697185924E+000         4.7382320176746102E+000        -1.6942214487889697E+000         0.0000000000000000E+000            0.041363           13.172367           12.127608           10.755665            9.725140            8.463271            7.171958            6.511399            6.306401            9.790884           11.414324           10.764793           12.364209           10.978739            9.789448           10.998041            8.660250           -1.000000
  177         7.7800000000000002E+000         3.2110200714747461E-001         3.2110147684462553E-001         3.5375222442062162E+000         4.7385880504270350E+000        -1.6891242063470067E+000         0.0000000000000000E+000            0.041363           13.153023           12.107388           10.735404            9.706752            8.448965            7.160703            6.499805            6.294995            9.774008           11.394407           10.745437           12.344500           10.958288            9.773061           10.977809            8.645605           -1.000000
  178         7.7800000000000002E+000         3.3099895903444798E-001         3.3099841010290920E-001         3.5393147510908278E+000         4.7390558559891307E+000        -1.6695831613847461E+000         0.0000000000000000E+000            0.041362           13.080240           12.031467           10.659409            9.637521            8.394537            7.117268            6.455105            6.251012            9.710219           11.319581           10.672692           12.270452           10.881593            9.711040           10.901917            8.589912           -1.000000
  179         7.7800000000000002E+000         3.3637185026565281E-001         3.3637129115082987E-001         3.5402800268402981E+000         4.7393112044521706E+000        -1.6591585867549274E+000         0.0000000000000000E+000            0.041363           13.041388           11.990889           10.618760            9.600489            8.365503            7.094138            6.431295            6.227611            9.676112           11.279583           10.633785           12.230918           10.840568            9.677881           10.861323            8.560175           -1.000000
  180         7.7800000000000002E+000         3.5743258218983276E-001         3.5743198281785515E-001         3.5439968589862589E+000         4.7384502190704127E+000        -1.6173918636275009E+000         0.0000000000000000E+000            0.041359           12.888159           11.830961           10.458565            9.454089            8.249936            7.001083            6.335518            6.133588            9.540870           11.121799           10.480239           12.075220           10.678902            9.546267           10.701343            8.441766           -1.000000
  181         7.7800000000000002E+000         3.7921843217338091E-001         3.7921779051042537E-001         3.5478141694989400E+000         4.7363936314256714E+000        -1.5750830948144579E+000         0.0000000000000000E+000            0.041355           12.734303           11.669445           10.296112            9.305242            8.133263            6.907259            6.238806            6.038778            9.403481           10.962153           10.324385           11.918564           10.514969            9.412573           10.539113            8.321835           -1.000000
  182         7.7800000000000002E+000         4.1324037997974061E-001         4.1323967119033067E-001         3.5538387358873003E+000         4.7314721499826815E+000        -1.5089538507538613E+000         0.0000000000000000E+000            0.041347           12.499822           11.420134           10.043703            9.072495            7.952319            6.761430            6.088202            5.891096            9.188751           10.715122           10.081511           11.677844           10.260333            9.203536           10.287050            8.134946           -1.000000
  183         7.7800000000000002E+000         4.3796362321102300E-001         4.3796286452262612E-001         3.5583764590014209E+000         4.7260705432437131E+000        -1.4604529490627027E+000         0.0000000000000000E+000            0.041341           12.329364           11.238300            9.859044            8.901527            7.820523            6.655137            5.978024            5.783291            9.031042           10.534899            9.903405           11.502881           10.074020            9.049966           10.102633            7.998200           -1.000000
  184         7.7800000000000002E+000         4.8538935675586004E-001         4.8538849987740462E-001         3.5676057101947132E+000         4.7114887547299169E+000        -1.3638745227279965E+000         0.0000000000000000E+000            0.041328           11.993651           10.878508            9.495100            8.563725            7.560490            6.443977            5.758015            5.569373            8.718499           10.179764            9.551439           11.156479            9.706534            8.745332            9.739072            7.727488           -1.000000
  185         7.7800000000000002E+000         5.2172872414790294E-001         5.2172778874106052E-001         3.5757278549102312E+000         4.6950390115705867E+000        -1.2836075614008733E+000         0.0000000000000000E+000            0.041317           11.709569           10.576468            9.194934            8.286144            7.346287            6.268684            5.573665            5.392754            8.460082            9.885468            9.260633           10.864120            9.402747            8.493147            9.439043            7.503953           -1.000000
  186         7.7800000000000002E+000         5.5922785842983602E-001         5.5922683858427602E-001         3.5854229909200166E+000         4.6733172438224901E+000        -1.1925109245036540E+000         0.0000000000000000E+000            0.041302           11.386818           10.233543            8.860128            7.976550            7.106802            6.069789            5.360656            5.192611            8.169763            9.556973            8.935157           10.531104            9.063229            8.209341            9.104211            7.252869           -1.000000
  187         7.7800000000000002E+000         5.8707609060488175E-001         5.8707500486820985E-001         3.5942203445799583E+000         4.6543770578278325E+000        -1.1169177419394265E+000         0.0000000000000000E+000            0.041291           11.109921            9.942059            8.581379            7.720100            6.909746            5.905793            5.184283            5.029578            7.927829            9.282099            8.663483           10.247126            8.779613            7.972593            8.825176            7.045122           -1.000000
  188         7.7800000000000002E+000         6.1971864091895701E-001         6.1971747328421123E-001         3.6068979848330751E+000         4.6288919541806415E+000        -1.0166484396627957E+000         0.0000000000000000E+000            0.041276           10.706963            9.535391            8.205278            7.379674            6.647180            5.688635            4.959772            4.822967            7.603165            8.902753            8.296560            9.847522            8.394526            7.654397            8.447986            6.768441           -1.000000
  189         7.7800000000000002E+000         6.3466767811314295E-001         6.3466646949705319E-001         3.6149085514053292E+000         4.6182502956544367E+000        -9.6375116495589608E-001         0.0000000000000000E+000            0.041268           10.461936            9.298739            7.996188            7.195052            6.506997            5.575671            4.849599            4.723120            7.425210            8.686837            8.092463            9.612971            8.178452            7.479889            8.237745            6.619970           -1.000000
  190         7.7800000000000002E+000         6.4798174101874595E-001         6.4798049439205374E-001         3.6228807454665817E+000         4.6096321222417469E+000        -9.1420494201600322E-001         0.0000000000000000E+000            0.041260           10.212037            9.068516            7.798069            7.022658            6.375001            5.470553            4.752378            4.635383            7.257087            8.475752            7.898850            9.382753            7.972616            7.314682            8.038286            6.480335           -1.000000
  191         7.7800000000000002E+000         6.6262121758954962E-001         6.6261992646344914E-001         3.6328583746583165E+000         4.6018725055868144E+000        -8.5663380034547632E-001         0.0000000000000000E+000            0.041253            9.885437            8.789454            7.563784            6.822948            6.219563            5.350899            4.650290            4.543593            7.059542            8.211726            7.669947            9.100101            7.727775            7.120032            7.802239            6.316981           -1.000000
  192         7.7800000000000002E+000         6.7553801287714110E-001         6.7553668017303070E-001         3.6424190603365090E+000         4.5985622680591103E+000        -8.0674295649729555E-001         0.0000000000000000E+000            0.041247            9.556845            8.531573            7.355280            6.650378            6.082300            5.249708            4.574510            4.476209            6.885207            7.960201            7.466179            8.834772            7.507895            6.947623            7.591877            6.173786           -1.000000
  193         7.7800000000000002E+000         6.9126063383564362E-001         6.9125924675393946E-001         3.6537683139085066E+000         4.5970780575743380E+000        -7.5025304791902858E-001         0.0000000000000000E+000            0.041239            9.168721            8.238455            7.121358            6.459302            5.927197            5.137806            4.497342            4.407734            6.689726            7.668406            7.237452            8.530083            7.260900            6.753674            7.355681            6.013164           -1.000000
  194         7.7800000000000002E+000         7.0509859668594554E-001         7.0509715853589450E-001         3.6631185669487967E+000         4.5974089651035346E+000        -7.0489027404162630E-001         0.0000000000000000E+000            0.041229            8.857809            8.008824            6.938169            6.311068            5.803974            5.050119            4.440404            4.356972            6.536374            7.434148            7.058384            8.289268            7.067993            6.601023            7.170747            5.886675           -1.000000
  195         7.7800000000000002E+000         7.2221411099691513E-001         7.2221260523751396E-001         3.6732740979116305E+000         4.6005448723508380E+000        -6.5743669450976339E-001         0.0000000000000000E+000            0.041218            8.529404            7.771770            6.750094            6.160017            5.676407            4.960903            4.386134            4.308621            6.378633            7.189666            6.874309            8.038622            6.870255            6.443559            6.980599            5.756469           -1.000000
  196         7.7800000000000002E+000         7.4302479444621250E-001         7.4302320312953918E-001         3.6815866723800523E+000         4.6070105834353168E+000        -6.1929527627103242E-001         0.0000000000000000E+000            0.041198            8.273185            7.587194            6.603130            6.041079            5.575843            4.891017            4.343698            4.270734            6.254474            7.001962            6.729940            7.842777            6.716470            6.319446            6.831516            5.653634           -1.000000
  197         7.7800000000000002E+000         7.6006607122754222E-001         7.6006440671381192E-001         3.6860354744642931E+000         4.6151971797300488E+000        -6.0038687891049392E-001         0.0000000000000000E+000            0.041183            8.143760            7.495139            6.530223            5.982378            5.526433            4.857851            4.325030            4.254339            6.192990            6.908884            6.658195            7.744592            6.640326            6.257905            6.757355            5.602884           -1.000000
  198         7.7800000000000002E+000         7.7467898086790277E-001         7.7467725066550419E-001         3.6887999610154885E+000         4.6228704651159243E+000        -5.8902764481785397E-001         0.0000000000000000E+000            0.041169            8.065530            7.439803            6.486551            5.947275            5.496946            4.838377            4.314490            4.245167            6.156164            6.853364            6.615164            7.685401            6.594790            6.221014            6.712857            5.572623           -1.000000
  199         7.7800000000000002E+000         7.9109618785290570E-001         7.9109438262497456E-001         3.6918544133966682E+000         4.6279821898178515E+000        -5.7296234372921506E-001         0.0000000000000000E+000            0.041152            7.970784            7.370467            6.430089            5.900093            5.455872            4.808254            4.294145            4.226311            6.107050            6.783864            6.559274            7.611739            6.536239            6.171802            6.655356            5.530818           -1.000000
  200         7.7800000000000002E+000         8.0898845362286542E-001         8.0898656511312628E-001         3.6959409968242918E+000         4.6286521432006715E+000        -5.4752177676618008E-001         0.0000000000000000E+000            0.041134            7.834818            7.268694            6.345379            5.827713            5.391564            4.758378            4.257147            4.191289            6.032062            6.682245            6.475312            7.504053            6.448928            6.096635            6.569273            5.465847           -1.000000
  201         7.7800000000000002E+000         8.3275253297253182E-001         8.3275052851660836E-001         3.7032608481543861E+000         4.6234662037301462E+000        -5.0008787456824888E-001         0.0000000000000000E+000            0.041111            7.589251            7.084210            6.191645            5.694963            5.273071            4.665132            4.186259            4.123950            5.894717            6.501026            6.322416            7.308585            6.290752            5.958851            6.412528            5.346969           -1.000000
  202         7.7800000000000002E+000         8.4772095200556574E-001         8.4771887089978082E-001         3.7086647858330930E+000         4.6182307830630931E+000        -4.6506812370970785E-001         0.0000000000000000E+000            0.041095            7.410755            6.950531            6.080457            5.598276            5.186399            4.596881            4.134039            4.074308            5.794704            6.372069            6.211314            7.166475            6.176697            5.858410            6.298684            5.259558            0.000000
  203         7.7800000000000002E+000         8.4783761160385784E-001         8.4783552988902089E-001         3.7087092579559000E+000         4.6181848679151400E+000        -4.6478065649091271E-001         0.0000000000000000E+000            0.041095            7.409300            6.949442            6.079552            5.597487            5.185690            4.596323            4.133611            4.073901            5.793889            6.371027            6.210409            7.165317            6.175768            5.857590            6.297755            5.258841            0.000000
  204         7.7800000000000002E+000         8.6529855187488502E-001         8.6529637667899695E-001         3.7154133491673704E+000         4.6113210590279667E+000        -4.2157168380779914E-001         0.0000000000000000E+000            0.041077            7.191961            6.786704            5.944715            5.479672            5.079648            4.512970            4.069580            4.013013            5.671990            6.216642            6.075225            6.991865            6.037523            5.735044            6.159347            5.151132            0.000000
  205         7.7800000000000002E+000         8.8544110621154393E-001         8.8543881630583277E-001         3.7227155420751412E+000         4.6024413955497474E+000        -3.7290919316903492E-001         0.0000000000000000E+000            0.041053            6.955540            6.607842            5.796661            5.349210            4.961338            4.419144            3.996063            3.942848            5.537138            6.049735            5.926166            6.801149            5.885967            5.599343            6.006654            5.030252            0.000000
  206         7.7800000000000002E+000         8.8559530061345926E-001         8.8559300979922007E-001         3.7227689541271931E+000         4.6023697288601326E+000        -3.7254484836563906E-001         0.0000000000000000E+000            0.041053            6.953805            6.606523            5.795569            5.348240            4.960458            4.418440            3.995505            3.942314            5.536139            6.048516            5.925064            6.799741            5.884850            5.598337            6.005526            5.029356            0.000000
  207         7.7800000000000002E+000         9.0843495622576920E-001         9.0843252625699067E-001         3.7306871609092154E+000         4.5917720299388538E+000        -3.1855878221185513E-001         0.0000000000000000E+000            0.041022            6.699286            6.412595            5.635598            5.205686            4.831364            4.314795            3.912991            3.863352            5.389238            5.871539            5.763173            6.592590            5.721320            5.450336            5.839784            4.898649            0.000000
  208         7.7800000000000002E+000         9.0860845582732930E-001         9.0860602476531604E-001         3.7307476200086276E+000         4.5916916706343427E+000        -3.1814752096914656E-001         0.0000000000000000E+000            0.041022            6.697365            6.411128            5.634391            5.204608            4.830389            4.314011            3.912364            3.862752            5.388127            5.870214            5.761949            6.591022            5.720087            5.449216            5.838531            4.897666            0.000000
  209         7.7800000000000002E+000         9.3376983563143146E-001         9.3376723757260116E-001         3.7382787164158735E+000         4.5784915726152766E+000        -2.6273187990913904E-001         0.0000000000000000E+000            0.040987            6.450717            6.219266            5.474979            5.061557            4.699428            4.206342            3.823981            3.777673            5.240311            5.696791            5.600139            6.386576            5.557454            5.300211            5.673110            4.765706            0.000000
