# MIST version number  = 1.1     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2703  1.42000E-02     0.00     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =   699   26
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26
# EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V              Gaia_G             Gaia_BP             Gaia_RP               phase
  120         7.1799999999999997E+000         1.4043455144405836E-001         1.4043438059616356E-001         3.4906023322303357E+000         4.3201891549924012E+000        -1.8225850214260451E+000         0.0000000000000000E+000            0.041368           14.106856           13.265224           11.987389           10.710438            9.022434            7.350579            6.731070            6.504439           10.592178           12.529059           11.859821           13.416819           12.221215           10.527738           12.223388            9.227555           -1.000000
  121         7.1799999999999997E+000         1.4504936583471975E-001         1.4504918839289604E-001         3.4919147926558605E+000         4.3205127786036428E+000        -1.8018540070407063E+000         0.0000000000000000E+000            0.041368           14.032907           13.187877           11.909693           10.641119            8.963152            7.301963            6.680577            6.455276           10.527515           12.452670           11.786549           13.341463           12.143030           10.464796           12.145890            9.168652           -1.000000
  122         7.1799999999999997E+000         1.5021034898617336E-001         1.5021016422612471E-001         3.4933674204808707E+000         4.3210834300869942E+000        -1.7815141908295804E+000         0.0000000000000000E+000            0.041368           13.958256           13.109325           11.830648           10.571098            8.904314            7.254700            6.631208            6.407356           10.462644           12.375157           11.712214           13.265154           12.063455           10.401788           12.067044            9.110143           -1.000000
  123         7.1799999999999997E+000         1.5691311028396121E-001         1.5691291589989814E-001         3.4952393594585711E+000         4.3217880155715278E+000        -1.7551794488712962E+000         0.0000000000000000E+000            0.041368           13.862548           13.008488           11.729090           10.480843            8.828546            7.193535            6.567288            6.345262           10.379004           12.275621           11.616487           13.166443           11.961220           10.320495           11.965717            9.034683           -1.000000
  124         7.1799999999999997E+000         1.6377169408673203E-001         1.6377148987954646E-001         3.4971546858131619E+000         4.3228311145185181E+000        -1.7309173793047012E+000         0.0000000000000000E+000            0.041368           13.772131           12.912596           11.632279           10.395335            8.757994            7.137734            6.508650            6.288452           10.300274           12.181016           11.525479           13.072802           11.863733           10.244139           11.869131            8.964353           -1.000000
  125         7.1799999999999997E+000         1.7366847483105069E-001         1.7366825633458044E-001         3.4999177716956962E+000         4.3245186355532184E+000        -1.6968227360410424E+000         0.0000000000000000E+000            0.041368           13.644820           12.777109           11.495236           10.274340            8.658750            7.059642            6.426457            6.208817           10.189059           12.047300           11.396709           12.940660           11.725733           10.136346           11.732418            8.865335           -1.000000
  126         7.1799999999999997E+000         1.8269526091093022E-001         1.8269502919406938E-001         3.5024289555109753E+000         4.3261546417019598E+000        -1.6658581063314810E+000         0.0000000000000000E+000            0.041368           13.529861           12.654099           11.370598           10.164270            8.568611            6.988884            6.352009            6.136553           10.087896           11.925808           11.279718           12.820778           11.600237           10.038349           11.608123            8.775398           -1.000000
  127         7.1799999999999997E+000         1.9063901826011570E-001         1.9063877488150424E-001         3.5045817192025135E+000         4.3274580632697957E+000        -1.6392167388206311E+000         0.0000000000000000E+000            0.041368           13.431746           12.548065           11.263056           10.069393            8.490901            6.928117            6.288126            6.074422           10.000664           11.821008           11.179005           12.717474           11.491966            9.953920           11.500933            8.697929           -1.000000
  128         7.1799999999999997E+000         1.9929005328653582E-001         1.9928979712586498E-001         3.5068055276980634E+000         4.3286124266744608E+000        -1.6115244740048653E+000         0.0000000000000000E+000            0.041368           13.329554           12.437983           11.151300            9.970811            8.410109            6.865049            6.221860            6.009823            9.909976           11.712109           11.074503           12.610247           11.379463            9.866198           11.389591            8.617437           -1.000000
  129         7.1799999999999997E+000         2.0773911166417836E-001         2.0773884294638684E-001         3.5089316218974034E+000         4.3296020099704338E+000        -1.5850542274314647E+000         0.0000000000000000E+000            0.041368           13.232778           12.333731           11.045275            9.876977            8.333344            6.804886            6.158568            5.947954            9.823667           11.608863           10.975166           12.508778           11.272743            9.782676           11.283948            8.540855           -1.000000
  130         7.1799999999999997E+000         2.1358682885664754E-001         2.1358655145784719E-001         3.5102623418657730E+000         4.3297843543971428E+000        -1.5685796473981517E+000         0.0000000000000000E+000            0.041368           13.172590           12.269251           10.979685            9.818792            8.285812            6.767506            6.119170            5.909379            9.770146           11.544957           10.913612           12.446035           11.206720            9.730864           11.218587            8.493382           -1.000000
  131         7.1799999999999997E+000         2.2094801031292330E-001         2.2094772187518913E-001         3.5119699307337777E+000         4.3300510514807788E+000        -1.5477485482034496E+000         0.0000000000000000E+000            0.041368           13.096501           12.187798           10.896697            9.745090            8.225834            6.720376            6.069415            5.860602            9.702422           11.464183           10.835671           12.366846           11.123188            9.665306           11.135886            8.433415           -1.000000
  132         7.1799999999999997E+000         2.2834818813186686E-001         2.2834788844517340E-001         3.5137355153855818E+000         4.3303887630971367E+000        -1.5266808976500335E+000         0.0000000000000000E+000            0.041368           13.019774           12.105341           10.812528            9.670275            8.165268            6.672893            6.019184            5.811296            9.633777           11.382364           10.756568           12.286775           11.038468            9.598871           11.052004            8.372790           -1.000000
  133         7.1799999999999997E+000         2.3387373866812183E-001         2.3387343048296039E-001         3.5150869216264047E+000         4.3306967934932850E+000        -1.5108736818371331E+000         0.0000000000000000E+000            0.041368           12.962337           12.043396           10.749190            9.613936            8.119884            6.637391            5.981559            5.774330            9.582154           11.320872           10.697009           12.226686           10.974718            9.548923           10.988882            8.327310           -1.000000
  134         7.1799999999999997E+000         2.4128628368588065E-001         2.4128596397351632E-001         3.5169377685352678E+000         4.3311968900334268E+000        -1.4896655191294332E+000         0.0000000000000000E+000            0.041368           12.885426           11.960149           10.663930            9.538044            8.059062            6.589933            5.931169            5.724778            9.512711           11.238199           10.616791           12.146024           10.888900            9.481749           10.903907            8.266287           -1.000000
  135         7.1799999999999997E+000         2.5043790606095540E-001         2.5043757213971907E-001         3.5190030160638566E+000         4.3318475484499377E+000        -1.4660749040989727E+000         0.0000000000000000E+000            0.041368           12.800577           11.868067           10.569470            9.453756            7.991684            6.537242            5.875180            5.669653            9.435605           11.146708           10.527786           12.056882           10.793831            9.407141           10.809755            8.198589           -1.000000
  136         7.1799999999999997E+000         2.5823599404619785E-001         2.5823564788437869E-001         3.5207730076993569E+000         4.3324188293225294E+000        -1.4459946769514724E+000         0.0000000000000000E+000            0.041368           12.728822           11.789979           10.489259            9.382036            7.934528            6.492487            5.827576            5.622744            9.370021           11.069092           10.452109           11.981354           10.713105            9.343671           10.729798            8.141080           -1.000000
  137         7.1799999999999997E+000         2.6922545269614417E-001         2.6922508932340550E-001         3.5230533668169643E+000         4.3331344295133984E+000        -1.4197437205563310E+000         0.0000000000000000E+000            0.041368           12.636202           11.689030           10.385477            9.288905            7.860256            6.433950            5.765343            5.561364            9.284767           10.968721           10.353992           11.883755           10.608669            9.261106           10.626333            8.066243           -1.000000
  138         7.1799999999999997E+000         2.8184468609539437E-001         2.8184430278206679E-001         3.5255809119704011E+000         4.3338580736191705E+000        -1.3903730560341592E+000         0.0000000000000000E+000            0.041368           12.533772           11.577173           10.270384            9.185259            7.777633            6.368470            5.695736            5.492673            9.189808           10.857483           10.244959           11.775676           10.492857            9.169081           10.511575            7.982855           -1.000000
  139         7.1799999999999997E+000         2.9291346996073453E-001         2.9291306899853126E-001         3.5277812982046055E+000         4.3345526156083940E+000        -1.3651281745586745E+000         0.0000000000000000E+000            0.041368           12.446173           11.481116           10.171425            9.095990            7.706797            6.312343            5.636013            5.433744            9.108074           10.761965           10.151109           11.682970           10.393276            9.089869           10.412893            7.911232           -1.000000
  140         7.1799999999999997E+000         3.0221125494689777E-001         3.0221083901576129E-001         3.5296543311688580E+000         4.3351147224902213E+000        -1.3437735025946305E+000         0.0000000000000000E+000            0.041367           12.372222           11.400019           10.087817            9.020447            7.647030            6.264945            5.585550            5.383972            9.038917           10.681337           10.071737           11.604766           10.309141            9.022836           10.329515            7.850707           -1.000000
  141         7.1799999999999997E+000         3.0695037302651457E-001         3.0694994945389453E-001         3.5305988735084592E+000         4.3354612655913778E+000        -1.3332844582810539E+000         0.0000000000000000E+000            0.041367           12.335659           11.359909           10.046421            8.983060            7.617642            6.241756            5.560824            5.359603            9.004746           10.641472           10.032445           11.566133           10.267481            8.989731           10.288231            7.820906           -1.000000
  142         7.1799999999999997E+000         3.1130721800269867E-001         3.1130678738308126E-001         3.5314396433417983E+000         4.3358336609680102E+000        -1.3241196520634395E+000         0.0000000000000000E+000            0.041367           12.303610           11.324677           10.010032            8.950209            7.591938            6.221553            5.539261            5.338363            8.974756           10.606463            9.997910           11.532227           10.230855            8.960686           10.251940            7.794816           -1.000000
  143         7.1799999999999997E+000         3.1250570051281468E-001         3.1250526801751016E-001         3.5317128053470821E+000         4.3359755875683286E+000        -1.3215164292488164E+000         0.0000000000000000E+000            0.041367           12.294146           11.314171            9.999146            8.940467            7.584526            6.215927            5.533196            5.332404            8.965944           10.596031            9.987623           11.522154           10.219893            8.952181           10.241085            7.787276           -1.000000
  144         7.1799999999999997E+000         3.1354345025607172E-001         3.1354301611031421E-001         3.5319241995574062E+000         4.3360951784816475E+000        -1.3193595647839347E+000         0.0000000000000000E+000            0.041367           12.286468           11.305685            9.990364            8.932570            7.578434            6.211218            5.528149            5.327439            8.958768           10.587604            9.979305           11.514005           10.211052            8.945242           10.232327            7.781084           -1.000000
  145         7.1799999999999997E+000         3.1467645051711485E-001         3.1467601456370209E-001         3.5321549177743625E+000         4.3362135552298513E+000        -1.3169928560304771E+000         0.0000000000000000E+000            0.041367           12.278061           11.296398            9.980755            8.923924            7.571759            6.206048            5.522608            5.321989            8.950907           10.578380            9.970201           11.505084           10.201379            8.937639           10.222746            7.774297           -1.000000
  146         7.1799999999999997E+000         3.1591535192505965E-001         3.1591491396779425E-001         3.5323816639175178E+000         4.3363272721688331E+000        -1.3144913562766938E+000         0.0000000000000000E+000            0.041367           12.269365           11.286835            9.970878            8.914989            7.564761            6.200527            5.516723            5.316194            8.942743           10.568880            9.960817           11.495882           10.191438            8.929729           10.212893            7.767189           -1.000000
  147         7.1799999999999997E+000         3.1694304494830960E-001         3.1694260531662777E-001         3.5325637488606967E+000         4.3364109041411485E+000        -1.3124296364170003E+000         0.0000000000000000E+000            0.041367           12.262257           11.279030            9.962821            8.907688            7.559013            6.195961            5.511865            5.311408            8.936059           10.561126            9.953156           11.488367           10.183331            8.923249           10.204858            7.761352           -1.000000
  148         7.1799999999999997E+000         3.1809943418525077E-001         3.1809899264401276E-001         3.5327396233656705E+000         4.3364688947531462E+000        -1.3101896669787041E+000         0.0000000000000000E+000            0.041367           12.254770           11.270872            9.954422            8.900018            7.552843            6.190930            5.506548            5.306163            8.928984           10.553017            9.945137           11.480489           10.174881            8.916369           10.196479            7.755094           -1.000000
  149         7.1799999999999997E+000         3.2083851431686677E-001         3.2083806831214418E-001         3.5332439747710285E+000         4.3367803719158928E+000        -1.3047917141020353E+000         0.0000000000000000E+000            0.041367           12.235870           11.250027            9.932867            8.880549            7.537700            6.179069            5.493885            5.293704            8.911230           10.532316            9.924675           11.460453           10.153186            8.899180           10.174980            7.739697           -1.000000
  150         7.1799999999999997E+000         3.2807065462677254E-001         3.2807019680013993E-001         3.5346101348926835E+000         4.3377225964786881E+000        -1.2907720168878218E+000         0.0000000000000000E+000            0.041367           12.186474           11.195107            9.876013            8.829305            7.498219            6.148457            5.461121            5.261507            8.864628           10.477803            9.870754           11.407743           10.095949            8.854102           10.118277            7.699498           -1.000000
  151         7.1799999999999997E+000         3.3499164488692923E-001         3.3499117566288117E-001         3.5359262189604590E+000         4.3387243308509786E+000        -1.2777291034655895E+000         0.0000000000000000E+000            0.041367           12.140173           11.143407            9.822443            8.781080            7.461388            6.120136            5.430750            5.231710            8.820869           10.426521            9.819979           11.358196           10.042010            8.811806           10.064848            7.661934           -1.000000
  152         7.1799999999999997E+000         3.4889933487366537E-001         3.4889884257839221E-001         3.5385737533846897E+000         4.3409004360940955E+000        -1.2520703918018807E+000         0.0000000000000000E+000            0.041367           12.048649           11.040964            9.716242            8.685478            7.388867            6.064641            5.371193            5.173412            8.734218           10.325001            9.719308           11.260136            9.935060            8.728078            9.958920            7.587820           -1.000000
  153         7.1799999999999997E+000         3.6650578822586477E-001         3.6650526666612088E-001         3.5419098444007227E+000         4.3435770660528190E+000        -1.2196267343920275E+000         0.0000000000000000E+000            0.041367           11.933195           10.911728            9.582354            8.564685            7.297426            5.994466            5.295992            5.100051            8.624616           10.197107            9.592240           11.136511            9.800207            8.622127            9.825357            7.494146           -1.000000
  154         7.1799999999999997E+000         3.8971037332160602E-001         3.8970981264312410E-001         3.5461231656696381E+000         4.3474144377467763E+000        -1.1804720781316749E+000         0.0000000000000000E+000            0.041367           11.791612           10.753105            9.417766            8.416239            7.186723            5.910488            5.205856            5.012659            8.490273           10.040428            9.436080           10.985211            9.634388            8.492370            9.661151            7.380233           -1.000000
  155         7.1799999999999997E+000         4.1035593693349215E-001         4.1035534102847804E-001         3.5497621669509440E+000         4.3509245361316964E+000        -1.1471117569403391E+000         0.0000000000000000E+000            0.041367           11.673952           10.618479            9.277027            8.288633            7.092853            5.839478            5.129404            4.938689            8.375084            9.907251            9.302284           10.857407            9.492665            8.381130            9.520723            7.283116           -1.000000
  156         7.1799999999999997E+000         4.3608703816283789E-001         4.3608639802048521E-001         3.5540140921576242E+000         4.3550003595643361E+000        -1.1082238243231475E+000         0.0000000000000000E+000            0.041367           11.538810           10.462893            9.113561            8.139604            6.984169            5.757080            5.040569            4.852853            8.240667            9.753189            9.146491           10.710205            9.328106            8.251279            9.357591            7.170148           -1.000000
  157         7.1799999999999997E+000         4.6414293282423658E-001         4.6414224400357407E-001         3.5585227840159877E+000         4.3592382744330438E+000        -1.0669331740892098E+000         0.0000000000000000E+000            0.041368           11.396849           10.299137            8.941362            7.981867            6.869621            5.669746            4.946533            4.762150            8.098248            9.591148            8.981924           10.555520            9.154740            8.113590            9.185709            7.050611           -1.000000
  158         7.1799999999999997E+000         4.9435660789659397E-001         4.9435586617808486E-001         3.5629035097498010E+000         4.3630295328231581E+000        -1.0259413835513438E+000         0.0000000000000000E+000            0.041368           11.257020           10.138806            8.773567            7.827518            6.756913            5.582644            4.853201            4.672272            7.958292            9.432899            8.821054           10.403857            8.985722            7.978068            9.018174            6.932755           -1.000000
  159         7.1799999999999997E+000         5.1902950080894827E-001         5.1902871547487195E-001         3.5662729263098365E+000         4.3655824210346816E+000        -9.9377358177751529E-001         0.0000000000000000E+000            0.041366           11.147274           10.014287            8.644313            7.708347            6.669111            5.513860            4.779904            4.601817            7.849672            9.310472            8.696808           10.285711            8.855419            7.872717            8.889082            6.840879           -1.000000
  160         7.1799999999999997E+000         5.5623377864781920E-001         5.5623292701549476E-001         3.5709477614301077E+000         4.3683972492804699E+000        -9.4776578694847502E-001         0.0000000000000000E+000            0.041366           10.989564            9.838295            8.463940            7.541815            6.544502            5.414484            4.674791            4.500981            7.696748            9.138397            8.522941           10.117854            8.673369            7.724079            8.708872            6.710582           -1.000000
  161         7.1799999999999997E+000         5.8218727465070541E-001         5.8218637634909443E-001         3.5740903521796650E+000         4.3699047332344829E+000        -9.1654726336448955E-001         0.0000000000000000E+000            0.041367           10.880775            9.719134            8.343694            7.430907            6.460382            5.346501            4.603404            4.432717            7.594164            9.022722            8.406791           10.003536            8.551808            7.624187            8.588688            6.622688           -1.000000
  162         7.1799999999999997E+000         6.0846117906651842E-001         6.0846023314027309E-001         3.5770770858389032E+000         4.3705861467872769E+000        -8.8590374906632063E-001         0.0000000000000000E+000            0.041366           10.774528            9.603749            8.228450            7.324390            6.378484            5.279161            4.532781            4.365365            7.495013            8.911411            8.295188            9.892406            8.435217            7.527462            8.473473            6.537153           -1.000000
  163         7.1799999999999997E+000         6.3393885840877862E-001         6.3393786581014111E-001         3.5799955884327108E+000         4.3709504531795558E+000        -8.5664009899019122E-001         0.0000000000000000E+000            0.041366           10.672827            9.493221            8.118764            7.222930            6.300665            5.214882            4.465117            4.301188            7.400391            8.805524            8.188798            9.785875            8.324168            7.435107            8.363790            6.455640           -1.000000
  164         7.1799999999999997E+000         6.5670040138371144E-001         6.5669936652233230E-001         3.5826745127442345E+000         4.3709151870242877E+000        -8.3054215448745494E-001         0.0000000000000000E+000            0.041364           10.581415            9.394005            8.020950            7.132479            6.231517            5.157643            4.404738            4.244206            7.315899            8.711033            8.093809            9.690168            8.225051            7.352611            8.265957            6.383014           -1.000000
  165         7.1799999999999997E+000         6.8071653374013419E-001         6.8071545362330177E-001         3.5857975953320524E+000         4.3708598918663988E+000        -8.0267463094002367E-001         0.0000000000000000E+000            0.041364           10.480706            9.284905            7.914266            7.034239            6.157608            5.097138            4.340775            4.184356            7.224224            8.607876            7.990210            9.584935            8.116768            7.263162            8.159224            6.304983           -1.000000
  166         7.1799999999999997E+000         7.0504102457348283E-001         7.0503989791564792E-001         3.5893907452066811E+000         4.3709670478653466E+000        -7.7388571870014977E-001         0.0000000000000000E+000            0.041363           10.371618            9.167554            7.800766            6.930390            6.081016            5.035494            4.275691            4.124099            7.127410            8.497749            7.880021            9.471681            8.001297            7.168783            8.045627            6.223620           -1.000000
  167         7.1799999999999997E+000         7.3034022011902411E-001         7.3033904435771968E-001         3.5933602293866596E+000         4.3706365159444935E+000        -7.4274900781486375E-001         0.0000000000000000E+000            0.041363           10.250294            9.039306            7.678162            6.818559            5.998262            4.968812            4.206110            4.059852            7.022680            8.377699            7.760849            9.347466            7.876323            7.066589            7.922871            6.135652           -1.000000
  168         7.1799999999999997E+000         7.5972145317652451E-001         7.5972021919997945E-001         3.5987862286762931E+000         4.3706362385398769E+000        -7.0501074376825279E-001         0.0000000000000000E+000            0.041363           10.090127            8.874823            7.523854            6.679511            5.897019            4.889327            4.125066            3.985766            6.892181            8.224242            7.610966            9.187511            7.718377            6.939309            7.768268            6.027554           -1.000000
  169         7.1799999999999997E+000         7.9417614060959707E-001         7.9417483680240708E-001         3.6057015873032414E+000         4.3696064382460227E+000        -6.5751682341574147E-001         0.0000000000000000E+000            0.041363            9.874249            8.663487            7.330010            6.506583            5.768750            4.788826            4.027514            3.896147            6.728102            8.026205            7.422485            8.980144            7.519076            6.778931            7.573899            5.891207           -1.000000
  170         7.1799999999999997E+000         8.2965181100573426E-001         8.2965043423855578E-001         3.6132823057319863E+000         4.3678038781029525E+000        -6.0603153129264142E-001         0.0000000000000000E+000            0.041362            9.624912            8.429604            7.121627            6.322237            5.629371            4.678826            3.926227            3.802900            6.550768            7.808072            7.219250            8.748589            7.303655            6.605106            7.364727            5.743262           -1.000000
  171         7.1799999999999997E+000         8.6019357898414128E-001         8.6019213772339354E-001         3.6205497895664815E+000         4.3652849982907913E+000        -5.5782038403823730E-001         0.0000000000000000E+000            0.041360            9.376755            8.206679            6.927694            6.152356            5.498457            4.575657            3.835697            3.719568            6.385264            7.599094            7.029735            8.525863            7.102270            6.442443            7.169898            5.604814           -1.000000
  172         7.1799999999999997E+000         8.9079830075045974E-001         8.9079679281205382E-001         3.6289969498165724E+000         4.3628107716898068E+000        -5.0587410293417334E-001         0.0000000000000000E+000            0.041359            9.085657            7.958632            6.716431            5.970343            5.356354            4.466277            3.745065            3.636686            6.205895            7.362128            6.823339            8.275349            6.881974            6.265765            6.957506            5.455288           -1.000000
  173         7.1799999999999997E+000         9.2108824879804585E-001         9.2108667303259673E-001         3.6381904773605083E+000         4.3596449052611295E+000        -4.5039959106628163E-001         0.0000000000000000E+000            0.041358            8.749114            7.690744            6.493763            5.781923            5.203526            4.350126            3.655323            3.554621            6.016719            7.098215            6.605709            8.000776            6.648654            6.078666            6.733524            5.296422           -1.000000
  174         7.1799999999999997E+000         9.5058574438585663E-001         9.5058409960807921E-001         3.6485206862940083E+000         4.3571038381553961E+000        -3.9270457615691534E-001         0.0000000000000000E+000            0.041357            8.369053            7.403935            6.261497            5.589358            5.043714            4.231667            3.571728            3.478744            5.820110            6.810152            6.378610            7.702956            6.404150            5.883572            6.499618            5.131586           -1.000000
  175         7.1799999999999997E+000         9.7706483841509628E-001         9.7706312922050254E-001         3.6584043711217058E+000         4.3544561365969345E+000        -3.3866062034458927E-001         0.0000000000000000E+000            0.041357            8.020492            7.142772            6.049410            5.414053            4.896288            4.122868            3.496493            3.410125            5.640062            6.545310            6.171121            7.430194            6.181706            5.704463            6.285888            4.980311           -1.000000
  176         7.1799999999999997E+000         9.9894439769912713E-001         9.9894263366596858E-001         3.6670911798872288E+000         4.3518162782414116E+000        -2.9143781978391697E-001         0.0000000000000000E+000            0.041356            7.721045            6.921308            5.869460            5.265954            4.769169            4.029079            3.433118            3.351983            5.486669            6.317493            5.994979            7.197278            5.993529            5.551483            6.104485            4.850776           -1.000000
  177         7.1799999999999997E+000         1.0278719210380063E+000         1.0278700814986970E+000         3.6787405666972526E+000         4.3471990050059643E+000        -2.2766230832455919E-001         0.0000000000000000E+000            0.041355            7.330660            6.633617            5.635047            5.071605            4.600629            3.904218            3.348133            3.273516            5.284980            6.024178            5.764672            6.893343            5.749436            5.349948            5.867465            4.679387           -1.000000
  178         7.1799999999999997E+000         1.0512234291372413E+000         1.0512215261316864E+000         3.6880639649053597E+000         4.3418568823781811E+000        -1.7530821140615790E-001         0.0000000000000000E+000            0.041354            7.027268            6.409439            5.450847            4.916682            4.464979            3.802805            3.277293            3.207499            5.124374            5.799062            5.582828            6.655759            5.558743            5.189209            5.680566            4.541059           -1.000000
  179         7.1799999999999997E+000         1.0702747966136679E+000         1.0702728396300512E+000         3.6957789140273123E+000         4.3361873510328381E+000        -1.3099249091983695E-001         0.0000000000000000E+000            0.041352            6.780072            6.226469            5.300190            4.788692            4.352203            3.717569            3.216586            3.150581            4.991694            5.618480            5.433432            6.461227            5.403362            5.056215            5.527172            4.426729           -1.000000
  180         7.1799999999999997E+000         1.0897850878646136E+000         1.0897830735560428E+000         3.7037086242628439E+000         4.3290461397972875E+000        -8.4293934368752224E-002         0.0000000000000000E+000            0.041351            6.527578            6.038986            5.146484            4.656574            4.235512            3.628193            3.151442            3.089317            4.854851            5.438423            5.280125            6.261305            5.245307            4.918857            5.369702            4.309573           -1.000000
  181         7.1799999999999997E+000         1.1103401964982078E+000         1.1103381193760091E+000         3.7121202694031696E+000         4.3197890643872334E+000        -3.3292570849076226E-002         0.0000000000000000E+000            0.041350            6.261503            5.840814            4.984315            4.515422            4.109565            3.530944            3.078890            3.020810            4.708773            5.253161            5.117297            6.049299            5.078819            4.772012            5.202739            4.182173           -1.000000
